"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=g&geo=g&sec=g&freq=A&datecode=2020&rtype=s&start=200101&end=202106&chartindexed=2&ctype=linechart&ltype=pin&pin=&rse=0&maptype=0"
"Fri Sep 24 2021 11:31:46 GMT-0700 (PDT)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Angel Solar",58731,"NC","Electric utility non-cogen","PV","SUN"
"Angels",215,"CA","Electric utility non-cogen","HY","WAT"
"Angier Farm",58867,"NC","Electric utility non-cogen","PV","SUN"
"Angoon",7462,"AK","Electric utility","IC","DFO"
"Angus Anson",7237,"SD","Electric utility","GT","NG,DFO"
"Anheuser-Busch #2",59331,"CA","Industrial non-cogen","WT","WND"
"Anheuser-Busch Baldwinsville",61575,"NY","Electric utility non-cogen","PV","SUN"
"Anheuser-Busch Jacksonville",10431,"FL","Industrial cogen","GT","NG"
"Anheuser-Busch St Louis",10430,"MO","Industrial cogen","ST","NG,OBG"
"Aniak",7182,"AK","Electric utility","IC","DFO"
"Animas",2465,"NM","Electric utility","GT","NG"
"Anita",1123,"IA","Electric utility","IC","DFO"
"Annandale Solar",60520,"MN","Electric utility non-cogen","PV","SUN"
"Annapolis Solar Park, LLC",60681,"MD","Electric utility non-cogen","PV","SUN"
"Anne Arundel County Public Schools",62407,"MD","Electric utility non-cogen","PV","SUN"
"Annese Solar Project Hybrid CSG",63474,"MA","Electric utility non-cogen","PV","SUN"
"Annex Creek",62,"AK","Electric utility","HY","WAT"
"Anoka BESS",62908,"MN","Electric utility non-cogen","BA","MWH"
"Anoka County MN CONX",62061,"MN","Electric utility non-cogen","PV","SUN"
"Ansley",2214,"NE","Electric utility","IC","NG,DFO"
"Anson Abenaki Hydros",10186,"ME","Electric utility non-cogen","HY","WAT"
"Anson County Generation Facility",56249,"NC","Electric utility","GT","NG,DFO"
"Antanavica Solar",61526,"MA","Electric utility non-cogen","PV","SUN"
"Antares Community Solar",61176,"MN","Electric utility non-cogen","PV","SUN"
"Antares-GRE 314 East Lyme LLC",59495,"CT","Electric utility non-cogen","PV","SUN"
"Antelope Big Sky Ranch",60279,"CA","Electric utility non-cogen","PV","SUN"
"Antelope DSR 1",60186,"CA","Electric utility non-cogen","PV","SUN"
"Antelope DSR 2",60187,"CA","Electric utility non-cogen","PV","SUN"
"Antelope DSR 3",61265,"CA","Electric utility non-cogen","PV","SUN"
"Antelope Expansion 2",61264,"CA","Electric utility non-cogen","PV","SUN"
"Antelope Station",57865,"TX","Electric utility","IC","NG"
"Antelope Valley",6469,"ND","Electric utility","ST","LIG,RC,NG"
"Anthony",1258,"KS","Electric utility","IC","NG,DFO"
"Anthony Wayne Solar #1",59489,"OH","Electric utility non-cogen","PV","SUN"
"Antlia Community Solar",60937,"MN","Electric utility non-cogen","PV","SUN"
"Antrim Wind",59953,"NH","Electric utility non-cogen","WT","WND"
"Apache Solar 1",60964,"AZ","Electric utility","PV","SUN"
"Apache Station",160,"AZ","Electric utility","GT,ST","NG,BIT,SUB"
"Apalachia",3394,"TN","Electric utility","HY","WAT"
"Apex Generating Station",55514,"NV","Electric utility","CA,CT","NG"
"Apex Solar PV Power Project",58489,"NV","Electric utility non-cogen","PV","SUN"
"Apple Blossom Wind Farm",58690,"MI","Electric utility non-cogen","WT","WND"
"Apple Campus 2 PV",59473,"CA","Industrial non-cogen","PV","SUN"
"Apple Canyon Lake Solar",64040,"IL","Electric utility non-cogen","PV","SUN"
"Apple Data Center - PV2",58701,"NC","Commercial non-cogen","PV","SUN"
"Apple Data Center PV",57994,"NC","Commercial non-cogen","PV","SUN"
"Apple Data Center PV3",59474,"NC","Commercial non-cogen","PV","SUN"
"Apple One",58828,"NC","Electric utility non-cogen","PV","SUN"
"Apple River",6231,"WI","Electric utility","HY","WAT"
"Appleton",4043,"WI","Electric utility","HY","WAT"
"Aqua Ingrams Mill",57280,"PA","Electric utility non-cogen","PV","SUN"
"Aquarius Community Solar",61710,"MN","Electric utility non-cogen","PV","SUN"
"Aquila Community Solar",61704,"MN","Electric utility non-cogen","PV","SUN"
"Aragonne Wind LLC",56336,"NM","Electric utility non-cogen","WT","WND"
"Arapahoe 3 Community Solar Array",60724,"CO","Electric utility non-cogen","PV","SUN"
"Arapahoe Combustion Turbine Project",55200,"CO","Electric utility non-cogen","CA,CT","NG"
"Ararat Rock Solar, LLC",58492,"NC","Electric utility non-cogen","PV","SUN"
"Arba Solar, LLC",58801,"NC","Electric utility non-cogen","PV","SUN"
"Arbor Hill Wind Farm",62132,"IA","Electric utility","WT","WND"
"Arborgate Solar",62623,"NC","Electric utility non-cogen","PV","SUN"
"Arbuckle Mountain Wind Farm LLC",59234,"OK","Electric utility non-cogen","WT","WND"
"Arcadia Electric",4100,"WI","Electric utility","IC","NG,DFO"
"Arcadia Solar",62744,"WI","Electric utility non-cogen","PV","SUN"
"Arcanum",2902,"OH","Electric utility","IC","DFO"
"Arcanum Peaking",7781,"OH","Electric utility","IC","DFO"
"ArcelorMittal Burns Harbor",10245,"IN","Industrial cogen","ST","BFG,NG,OG"
"ArcelorMittal Indiana Harbor West",10397,"IN","Industrial cogen","ST","BFG,NG"
"ArcelorMittal Warren",54207,"OH","Industrial cogen","ST","NG,OG"
"Arcelormittal Cleveland Inc",10398,"OH","Industrial cogen","ST","BFG,NG"
"Archbald Power Station",50279,"PA","Electric utility non-cogen","GT,ST","NG,LFG"
"Archdiocese of Baltimore J",60662,"MD","Electric utility non-cogen","PV","SUN"
"Archdiocese of Baltimore L",60663,"MD","Electric utility non-cogen","PV","SUN"
"Archer Daniels Midland Cedar Rapids",10864,"IA","Industrial cogen","GT,ST","NG,BIT,SUB"
"Archer Daniels Midland Clinton",10860,"IA","Industrial cogen","ST","BIT,OBS,SUB"
"Archer Daniels Midland Columbus",57046,"NE","Industrial cogen","ST","SUB"
"Archer Daniels Midland Decatur",10865,"IL","Industrial cogen","ST","NG,BIT,SUB,TDF"
"Archer Daniels Midland Des Moines",10861,"IA","Industrial cogen","ST","SUB"
"Archer Daniels Midland Lincoln",10862,"NE","Industrial cogen","ST","SUB"
"Archer Daniels Midland Mankato",10863,"MN","Industrial cogen","ST","SUB"
"Archer Daniels Midland Peoria",10866,"IL","Industrial cogen","GT","NG"
"Archer Daniels Midland Southport",54316,"NC","Industrial cogen","GT","NG,DFO"
"Argo Navis Community Solar",61183,"MN","Electric utility non-cogen","PV","SUN"
"Argonne National Laboratory CHP",60742,"IL","Electric utility cogen","GT","NG"
"Argus Cogen Plant",10684,"CA","Industrial cogen","ST","RC,NG,BIT"
"Argyle",7810,"WI","Electric utility","HY,IC","WAT,DFO"
"Aries Community Solar",60938,"MN","Electric utility non-cogen","PV","SUN"
"Arizona State University CHP",58199,"AZ","Commercial cogen","CS","NG"
"Arizona Western College PV",57765,"AZ","Electric utility non-cogen","PV","SUN"
"Arkalon Ethanol LLC",58192,"KS","Industrial cogen","ST","NG"
"Arkansas Nuclear One",8055,"AR","Electric utility","ST","NUC"
"Arkwright Summit Wind Farm LLC",61673,"NY","Electric utility non-cogen","WT","WND"
"Arlington Outlet Hydroelectric Generator",61355,"TX","Commercial non-cogen","HY","WAT"
"Arlington Valley Energy Facility",55282,"AZ","Electric utility non-cogen","CA,CT","NG"
"Arlington Valley Solar Energy II",57680,"AZ","Electric utility non-cogen","PV","SUN"
"Arlington Wind Power Project",56855,"OR","Electric utility non-cogen","WT","WND"
"Armadillo Flats Wind Project, LLC",61926,"OK","Electric utility non-cogen","WT","WND"
"Armenia Mountain Wind Farm",57044,"PA","Electric utility non-cogen","WT","WND"
"Armstrong",55347,"PA","Electric utility non-cogen","GT","NG,DFO"
"Armstrong Solar",61138,"MN","Electric utility non-cogen","PV","SUN"
"Arndt Farm",58315,"NC","Electric utility non-cogen","PV","SUN"
"Arpin Dam",3995,"WI","Electric utility non-cogen","HY","WAT"
"Arrache 4006",58445,"CA","Electric utility non-cogen","PV","SUN"
"Arrache 4013",58446,"CA","Electric utility non-cogen","PV","SUN"
"Arrache 8083",58447,"CA","Electric utility non-cogen","PV","SUN"
"Arrowrock Hydroelectric Project",56997,"ID","Electric utility non-cogen","HY","WAT"
"Arsenal Hill",1416,"LA","Electric utility","ST","NG"
"Arthur Kill Generating Station",2490,"NY","Electric utility non-cogen","GT,ST","NG"
"Arthur Solar, LLC",62136,"NC","Electric utility non-cogen","PV","SUN"
"Arthur Von Rosenberg",7512,"TX","Electric utility","CA,CT","NG"
"Arvada",8028,"WY","Electric utility","GT","NG"
"Arvah B Hopkins",688,"FL","Electric utility","CA,GT,IC,CT","NG,DFO"
"Arzon Solar UASTP Solar Power Station",57930,"AZ","Electric utility non-cogen","PV","SUN"
"Ascend Performance Materials Texas Inc.",10418,"TX","Industrial cogen","ST","NG"
"Ascutney",3708,"VT","Electric utility","GT","DFO"
"Ashby Duffy CSG Solar Farm",61399,"MA","Electric utility non-cogen","PV","SUN"
"Ashby Solar, LLC CSG",62199,"MA","Electric utility non-cogen","PV","SUN"
"Ashdown",54104,"AR","Industrial cogen","ST","WDS,NG,BIT,BLQ,TDF"
"Asheville",2706,"NC","Electric utility","CA,GT,CT,ST","NG,DFO,BIT"
"Asheville-Rock Hill Battery",63064,"NC","Electric utility","BA","MWH"
"Ashland",1259,"KS","Electric utility","IC","DFO"
"Ashley Solar Farm",59566,"NC","Electric utility non-cogen","PV","SUN"
"Ashokan",88,"NY","Electric utility","HY","WAT"
"Ashtabula",55990,"OH","Electric utility cogen","CA,CT","NG"
"Ashtabula Wind Energy Center",57032,"ND","Electric utility","WT","WND"
"Ashtabula Wind II LLC",57121,"ND","Electric utility non-cogen","WT","WND"
"Ashtabula Wind III LLC",57387,"ND","Electric utility non-cogen","WT","WND"
"Ashton",825,"ID","Electric utility","HY","WAT"
"Aspen Solar, LLC",59694,"NC","Electric utility non-cogen","PV","SUN"
"Aspiration G",59737,"CA","Electric utility non-cogen","PV","SUN"
"Assembly Solar Project",62422,"MI","Electric utility non-cogen","PV","SUN"
"Aster Community Solar Garden, LLC",63305,"MN","Electric utility non-cogen","PV","SUN"
"Astoria Energy",55375,"NY","Electric utility non-cogen","CA,CT","NG,DFO"
"Astoria Energy II",57664,"NY","Electric utility non-cogen","CA,CT","NG,DFO"
"Astoria Gas Turbines",55243,"NY","Electric utility non-cogen","GT","KER,NG"
"Astoria Generating Station",8906,"NY","Electric utility non-cogen","GT,ST","NG,RFO"
"Astra Wind Farm",60856,"TX","Electric utility non-cogen","WT","WND"
"Athens BESS",62937,"MN","Electric utility non-cogen","BA","MWH"
"Athens Energy",60457,"ME","Electric utility non-cogen","OT","WDS"
"Athens Generating Plant",55405,"NY","Electric utility non-cogen","CA,CT","NG"
"Athens MN CONX",62062,"MN","Electric utility non-cogen","PV","SUN"
"Athens Regional Medical Center",55319,"GA","Commercial non-cogen","IC","DFO"
"Atkinson Farm Solar",60982,"NC","Electric utility non-cogen","PV","SUN"
"Atkinson Solar II",62096,"NC","Electric utility non-cogen","PV","SUN"
"Atlanta Falcons Solar",62393,"GA","Electric utility","PV","SUN"
"Atlantic",1124,"IA","Electric utility","GT","NG,DFO"
"Atlantic City Convention Center",56900,"NJ","Commercial non-cogen","PV","SUN"
"Atlantic Coast Freezers Solar Facility",58360,"NJ","Commercial non-cogen","PV","SUN"
"Atood II",61960,"SC","Electric utility non-cogen","PV","SUN"
"Attala",55220,"MS","Electric utility","CA,CT","NG"
"Atwater Solar",60521,"MN","Electric utility non-cogen","PV","SUN"
"Atwell Island",58366,"CA","Electric utility non-cogen","PV","SUN"
"Atwell Island West Solar",59414,"CA","Electric utility non-cogen","PV","SUN"
"Auburn",2215,"NE","Electric utility","IC","NG,DFO"
"Auburn State Street",8009,"NY","Electric utility","GT","NG"
"Audrain Generating Station",55234,"MO","Electric utility","GT","NG"
"Audrey Solar",58732,"NC","Electric utility non-cogen","PV","SUN"
"Auglaize Hydro",7657,"OH","Electric utility","HY","WAT"
"August Wind Farm",61644,"IA","Electric utility non-cogen","WT","WND"
"Augusta Electric Plant No 1",1261,"KS","Electric utility","IC","DFO"
"Augusta Electric Plant No 2",6791,"KS","Electric utility","IC","NG,DFO"
"Augusta Solar Farm",62906,"NJ","Electric utility non-cogen","PV","SUN"
"Augustus Farm, LLC",60313,"NC","Electric utility non-cogen","PV","SUN"
"Auke Bay",7250,"AK","Electric utility","GT,IC","DFO"
"Aulander Holloman Solar, LLC",62340,"NC","Electric utility non-cogen","PV","SUN"
"Aulander Hwy 42 Solar, LLC",63332,"NC","Electric utility non-cogen","PV","SUN"
"Auriga Community Solar",61706,"MN","Electric utility non-cogen","PV","SUN"
"Aurora",55279,"IL","Electric utility non-cogen","GT","NG"
"Aurora County Wind",61745,"SD","Electric utility non-cogen","WT","WND"
"Aurora Energy LLC Chena",79,"AK","Electric utility cogen","ST","SUB"
"Austin",3594,"TX","Electric utility","HY","WAT"
"Austin Gas Recovery",56524,"TX","Electric utility non-cogen","IC","LFG"
"Auten Road Farm, LLC",60634,"NC","Electric utility non-cogen","PV","SUN"
"Autumn Hills Generating Facility",63709,"MI","Electric utility non-cogen","IC","LFG"
"Autumn Hills LLC",55566,"MN","Electric utility non-cogen","WT","WND"
"Auwahi Wind Energy Hybrid",57996,"HI","Electric utility non-cogen","WT","WND"
"Avalon Hydropower",54801,"NC","Commercial non-cogen","HY","WAT"
"Avalon Solar",59168,"AZ","Electric utility non-cogen","PV","SUN"
"Avalon Solar II",60062,"AZ","Electric utility non-cogen","PV","SUN"
"Avenal Park",57359,"CA","Electric utility non-cogen","PV","SUN"
"Avenue A Generator Sets",7854,"IL","Electric utility","IC","DFO"
"Avon Lake",2836,"OH","Electric utility non-cogen","GT,ST","DFO,BIT,SUB"
"Avon Park",624,"FL","Electric utility","GT","NG,DFO"
"Avra Valley Solar",57657,"AZ","Electric utility non-cogen","PV","SUN"
"Axiall Natrium Plant",50491,"WV","Industrial cogen","ST","NG,OG"
"Axiall Plaquemine",55051,"LA","Industrial cogen","GT","NG,OG"
"Axio Green LLC",58702,"MA","Electric utility non-cogen","PV","SUN"
"Axium Modesto Solar",58039,"CA","Electric utility non-cogen","PV","SUN"
"Ayers Island",2355,"NH","Electric utility","HY","WAT"
"Ayers Village Solar",59463,"MA","Electric utility non-cogen","PV","SUN"
"Ayrshire",58792,"NC","Electric utility non-cogen","PV","SUN"
"Azalea Solar, LLC",58482,"GA","Electric utility non-cogen","PV","SUN"
"Aziscohos Hydroelectric Project",50999,"ME","Electric utility non-cogen","HY","WAT"
"Azusa",6449,"CA","Electric utility","HY","WAT"
"B Braun Medical",50200,"CA","Industrial cogen","GT","NG"
"B&K Energy Systems LLC",56210,"MN","Electric utility non-cogen","WT","WND"
"B.R. Corcoran CSG",61453,"MN","Electric utility non-cogen","PV","SUN"
"B.R. Sartell CSG",61454,"MN","Electric utility non-cogen","PV","SUN"
"B.R. Sauk Rapids CSG",61455,"MN","Electric utility non-cogen","PV","SUN"
"BASF Freeport Works",55311,"TX","Industrial cogen","GT,ST","NG"
"BBB Corporate Headquarters",58093,"NJ","Electric utility non-cogen","PV","SUN"
"BC Energy LLC",56624,"MN","Electric utility non-cogen","WT","WND"
"BC Landfill Energy LLC",57847,"NJ","Electric utility non-cogen","IC","LFG"
"BC Solar",60616,"OR","Electric utility non-cogen","PV","SUN"
"BG Stewart Solar Farm, LLC",59930,"NC","Electric utility non-cogen","PV","SUN"
"BJ's Wholesale Club Inc Dist Center",60227,"NJ","Electric utility non-cogen","PV","SUN"
"BJ's Wholesale Club, Inc- Uxbridge",60116,"MA","Electric utility non-cogen","PV","SUN"
"BMW Manufacturing Co",58173,"SC","Industrial cogen","GT","NG,LFG"
"BNB Camden Solar",61893,"NJ","Electric utility non-cogen","PV","SUN"
"BP Chemicals Green Lake Plant",50404,"TX","Industrial non-cogen","ST","WH"
"BP Naperville Cogeneration Facility",50722,"IL","Commercial cogen","GT","NG"
"BPU Solar Farm",61313,"KS","Electric utility non-cogen","PV","SUN"
"BRE",59706,"NC","Electric utility non-cogen","PV","SUN"
"BWC Gibbs Brook",62369,"MA","Electric utility non-cogen","PV","SUN"
"BWC Harlow Brook",62371,"MA","Electric utility non-cogen","PV","SUN"
"BWC Origination 18",62368,"MA","Electric utility non-cogen","PV","SUN"
"BWC Pocasset River",62372,"MA","Electric utility non-cogen","PV","SUN"
"BWC Swan Pond River CSG",60067,"MA","Electric utility non-cogen","PV","SUN"
"BWC Wading River One, Two, Three CSG",61069,"MA","Electric utility non-cogen","PV","SUN"
"BWC Wareham River",62370,"MA","Electric utility non-cogen","PV","SUN"
"BYUI Central Energy Facility",59496,"ID","Commercial cogen","GT","NG"
"Babcock Preserve",62634,"FL","Electric utility","PV","SUN"
"Babcock Solar Energy Center Hybrid",59993,"FL","Electric utility","BA,PV","MWH,SUN"
"Back River Waste Water Treatment",59026,"MD","Electric utility non-cogen","IC,PV","OBG,SUN"
"Backus Microgrid Project",59415,"CT","Electric utility","IC","DFO"
"Bacliff",60264,"TX","Electric utility non-cogen","GT","NG"
"Baconton Power Plant",55304,"GA","Electric utility non-cogen","GT","NG"
"Bad Creek",7125,"SC","Electric utility","PS","WAT"
"Badger",62603,"NC","Electric utility non-cogen","PV","SUN"
"Badger 1",58262,"AZ","Electric utility non-cogen","PV","SUN"
"Badger Creek Limited",10650,"CA","Electric utility cogen","GT","NG"
"Baer Road CSG",62034,"NY","Electric utility non-cogen","PV","SUN"
"Baffin Wind",57927,"TX","Electric utility non-cogen","WT","WND"
"Bailey Farm LLC",59127,"NC","Electric utility non-cogen","PV","SUN"
"Bainbridge Solar",64011,"GA","Electric utility non-cogen","PV","SUN"
"Bakatsias Solar",61527,"NC","Electric utility non-cogen","PV","SUN"
"Baker City Solar",61854,"OR","Electric utility non-cogen","PV","SUN"
"Baker Creek Hydroelectric",59428,"CA","Electric utility non-cogen","HY","WAT"
"Baker PV 1",59517,"NC","Electric utility non-cogen","PV","SUN"
"Baker Point",61519,"MD","Electric utility non-cogen","PV","SUN"
"Bakersfield 111",59948,"CA","Electric utility non-cogen","PV","SUN"
"Bakersfield College Solar 01",57655,"CA","Commercial non-cogen","PV","SUN"
"Bakersfield Industrial PV 1",61118,"CA","Electric utility non-cogen","PV","SUN"
"Bakersfield PV 1",61117,"CA","Electric utility non-cogen","PV","SUN"
"Balch 1",217,"CA","Electric utility","HY","WAT"
"Balch 2",218,"CA","Electric utility","HY","WAT"
"Baldock Solar Highway",57882,"OR","Electric utility","PV","SUN"
"Baldwin City Plant No 1",1262,"KS","Electric utility","IC","DFO"
"Baldwin City Plant No 2",8020,"KS","Electric utility","IC","NG,DFO"
"Baldwin Energy Complex",889,"IL","Electric utility non-cogen","ST","RC,DFO"
"Baldwin Wind LLC",57347,"ND","Electric utility non-cogen","WT","WND"
"Balko Wind LLC",58900,"OK","Electric utility non-cogen","WT","WND"
"Ball Mountain Hydro",59040,"VT","Electric utility non-cogen","HY","WAT"
"Ballenger Road Solar A",63759,"SC","Electric utility non-cogen","PV","SUN"
"Ballston Solar LLC",62170,"OR","Electric utility non-cogen","PV","SUN"
"Balm Solar",61654,"FL","Electric utility","PV","SUN"
"Balsam",59828,"NC","Electric utility non-cogen","PV","SUN"
"Baltimore Church Solar, LLC",60144,"NC","Electric utility non-cogen","PV","SUN"
"Baltimore City B",60664,"MD","Electric utility non-cogen","PV","SUN"
"Baltimore City D",60665,"MD","Electric utility non-cogen","PV","SUN"
"Baltimore City F",60666,"MD","Electric utility non-cogen","PV","SUN"
"Baltimore City G",60667,"MD","Electric utility non-cogen","PV","SUN"
"Bancroft",1125,"IA","Electric utility","IC","DFO"
"Bandera Electric Coop PV",61205,"TX","Electric utility non-cogen","PV","SUN"
"Bankhead Dam",2,"AL","Electric utility","HY","WAT"
"Bannock County LFG to Energy",59529,"ID","Commercial non-cogen","IC","LFG"
"Baptist Medical Center",10008,"FL","Commercial cogen","GT","NG"
"Bar D",61886,"CO","Electric utility non-cogen","PV","SUN"
"Bar Mills",1481,"ME","Electric utility non-cogen","HY","WAT"
"Barber Creek",8030,"WY","Electric utility","GT","NG"
"Barber Dam",10735,"ID","Electric utility non-cogen","HY","WAT"
"Barefoot Bay Solar Energy Center",61051,"FL","Electric utility","PV","SUN"
"Barilla Solar",58710,"TX","Electric utility non-cogen","PV","SUN"
"Barker Lower",10728,"ME","Electric utility non-cogen","HY","WAT"
"Barker Solar, LLC",61194,"NC","Electric utility non-cogen","PV","SUN"
"Barkley",1371,"KY","Electric utility","HY","WAT"
"Barneveld Solar",63279,"NY","Electric utility non-cogen","PV","SUN"
"Barney M Davis",4939,"TX","Electric utility non-cogen","CA,CT,ST","NG"
"Barnhill Road Solar, LLC",60782,"NC","Electric utility non-cogen","PV","SUN"
"Barnstable Landfill",59081,"MA","Electric utility non-cogen","PV","SUN"
"Barnwell Solar",61327,"SC","Electric utility non-cogen","PV","SUN"
"Barone CSG",62138,"MN","Electric utility non-cogen","PV","SUN"
"Barre II Solar Project",59766,"MA","Electric utility non-cogen","PV","SUN"
"Barre Peaker",56474,"CA","Electric utility","GT","NG"
"Barre Solar III LLC",62363,"MA","Electric utility non-cogen","PV","SUN"
"Barrett Farm Solar - Phase I",61728,"CT","Electric utility non-cogen","PV","SUN"
